comment_text,identity_attack,insult,profanity,threat,sexually_explicit
kekalahan suhartoprabowo melawan opini pada  lebih dikarenakah keterlibatan konspirasi global di mana as  china dan seluruh sekutu mereka mendukung rencana csis elit katolik radikal dan konglomerat tionghoa utk menjatuhkan suharto,1,1,0,0,0
pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat islam secara sungguhsungguh jatuhkan pemimpin non muslim,1,1,0,1,0
msh ingat siloam cina kita usir  andai ku mati  anakanak ku sudah paham filosofi hidup harga diri diatas segalanya  bukan di kaki penjajah,1,1,0,1,0
apakah anda jujur percaya allah swt perintahkan penggal kafir adalah tuhan pak lukman,1,1,0,0,0
apa hubungannya dgn munafik kalian kitabnya dihina laporkan dia kepolisian waspadai cebong kafir yg ngakungaku islam,1,1,0,0,0
ngeri bangsaku si pki biadab itu ingin bangkit  tolak dan bubarkan ,1,1,1,1,0
hanya antek dan kaki tangan komunis yg tak punya hati perut,1,1,1,0,0
apakah allah swt datang menolong bang fahri jika tidak berhenti solat tak ada gunanya,1,1,0,0,0
takbir wan sambil lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol tanpa otak,1,1,1,0,0
muslim indonesia lbh maju berhenti nyembah allah swt yg ngoceh aku jatuhkan ketakutan ke hati orang kafir ,1,1,0,0,0
biasa bani coli ngga beda jauh sm junjungan dan kawannya haha,1,1,1,0,1
pengkhianatan pki membunuh para jendral pki keblinger kata bungkarnobubarkan pki turunkan harga dan bubarkan kabinet tritura,1,1,0,1,0
cina telah menguasai ekonomi dan media massa ayo usir dari indonesia,1,0,0,1,0
usir cina dari indonesia,1,0,0,1,0
rapopo jagajaga siapa tahu muncul pki perjuangan alias pki plus,1,1,0,0,0
kupas tuntas gebuk habis antek antek komunis,1,0,0,1,0
coba usir cina  rakyat nkri tidak ada yg gembel nkri kaya aseng asing trilyunan kayanya krn menguras nkri jadi stop tolol,1,1,1,1,0
anda didungukan dan diperbudak islam bung tifatul adam hanya dongeng yahudi,1,1,0,0,0
udah jadi rahasia umum bongnkoruptornrampoknpelaku maksiatnpelaku bisnis maksiatnkaum lgbtnpenjilatndukun sesatndukun cabulnbla bla blantergabung dlm bani cebong,1,1,1,0,1
teroris budha govt mengerahkan cyberarmy bikin hoax amp meretas akunakun prorohingya,1,1,0,0,0
pks jadi partai pelacur beyek jadi germonnapakah pks tidak sadar bahwa beye otak dibalik kriminalisasi lhi politisi islam pengkhianatan kepada prabowohatta pencurangan pilpres  penghancuran citra islam nnpks sdh disusupi antek be,1,1,1,0,1
betapa biadabnya teroris budha myanmar ini,1,1,1,0,0
 tolol itu banyak yg bela penista agama walau sudah tersangka,1,1,1,0,0
ayat apa yang dingajikan perintah perangi bunuh dan penggal kafir,1,1,0,1,0
anda mengajarkan ngaji ayat cocok penis dan penggal kafir dapat pahala anda membiadabkan,1,1,0,1,1
anda berpeluang menjadi tokoh perubahan pak lukman jelaskan hidup untuk allah swt sesat,1,1,0,0,0
cowo yg hobi selfie itu ga ada beda ny sama lekong amp banci kaleng,1,1,1,0,1
anda salah menyebut keberserahdirian bapak menteri agama itu ekspresi tuhan datang melayani bukan minta disembah,1,1,0,0,0
terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan banci titot lakukan bidikan ke arah,1,1,1,0,1
makin ngawur aja nih rezim nanti jadi indochina dah nih negara,1,1,0,0,0
pdip dan mega mau bangkitkan komunis lagi itu,1,1,0,0,0
cowo brengsek semua ya,1,1,1,0,0
yg beda paham harus di kulititangkap itu si cina,1,0,0,1,0
allah swt benci kafir mengajarkan cocok penis dengan banyak istri gemar mengazab dan menjanjikan rampasan,1,1,0,0,1
jadi orang minang tidak salah pilih walaupun kalah tapi tidak ikut memenangkan rezim penyengsara rakyat dan berpihak pada komunis,1,1,0,0,0
memang tidak semua orang kiri komunis sosialis marxis itu bermental penghianat  ajaran anti agama mereka buang nntapi perbandingan nya   ,1,1,0,0,0
anda sudah tahu kebajikan khonghucu pak lukman tidak ada ajaran cocok penis dengan  istri dan penggal kafir kan,1,1,0,0,1
kristen membunuh di afghanistan,1,1,0,0,0
arsul sani jangan sampai ada guantanamo di indonesia dpr cepat gelar rdpu klarifikasi siapa muhammad  allah swt,1,0,0,0,0
bagaimana mungkin kementerian agama menghapus teroris islam di indonesia lukman hakim s tidak paham islam,1,1,0,0,0
bergelar profesor doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip quran sangat disayangkan,1,1,1,0,0
iya lah kafir mana pantas sih darahnya aja halal kok buat bani koplak kayak situ,1,1,0,1,0
ak family islamic yg kau tu family kapir laknat ke bodoh kau dh laaa hidup menipu kesian mak bapak kaudah didik dengan adab adab yg kau agungkan sekali kau membesar dengan perangai xguna kau menipu sana sini bohong sana sini matilanak,1,1,1,0,0
ingat gak dengan demo teroris botak myanmar arah nya mau turunkan jokowi,1,1,0,0,0
ayatayat yang dingajikanrampasan halal perangi bunuh penggal kafir cocok penis semuanya merusak bangsa,1,1,0,0,1
bacalah muhammad mencatut nama tuhan untuk perbuatan setan bung fahri,1,1,0,0,0
indonesia skrang lg menterjemahkan keinginan cina,1,0,0,0,0
chinese pasrahan becek suka teriak doyan ngewe sering jg dpt yg squirt,1,1,1,0,1
banteng lebih ngeri lagi bungsarangnya komunis,1,1,0,0,0
usir cina dri nkri wni keturunan cina diskrening dulu,1,1,0,1,0
myanmar kafir budha teroris,1,1,0,0,0
 ganyang pki,1,0,0,1,0
ini media milik cina itu ya usir aja biang perpecahan,1,0,0,1,0
video mujahidin menyerang pasukan teroris budha di myanmar,1,1,0,0,0
yg memblow up jokowi itu adalah media media tv dan koran milik orang china yg notabene kafir semua coba aja cek dilapangan,1,1,0,0,0
apakah sambil jambore mereka mengaji ayat penggal kafir bung ketua umum icmi,1,1,0,1,0
pak pernyataan din syamsuddin harus jadi pintu masuk mencabut ijin semua pendidikan islam,1,0,0,0,0
bani selangkangancabol,1,1,1,0,1
universitas islam rohingya di maungdaw dibakar teroris budha ,1,1,0,0,0
agama jalan hidup benar bukan nyembah allah swt dikira tuhan benar padahal dungu  biadab,1,1,1,0,0
belum ada jawaban dari ketum icmi apa para intelektual muslim mampu dan berani bahas terbuka muhammad nabi gadungan,1,1,0,0,0
paai pki indonesia peama siapakah namanyaajaran ini datang dari cina rusiapki pengkhianat pancasila,1,1,0,0,0
lapor apa dijelaskan islam sangat hina mui fpi dll tak mau dan mampu membantah,1,1,0,0,0
logisnya ya memang pesanan atau memang ahoker blm bs mup on lah emang warga dki bego,1,1,1,0,0
emangnya nih partai klo ngeluarin statement ada yang percaya lah isinya jongos cina komunis semua,1,1,1,0,0
kristen ortodox agama yang sangat mengerikan mereka sholatpake jilbab hampir sama penampilannya dengan orang,1,1,0,0,0
ingat jika klean mengadakan nobar film gs pki ada yg bubarkan rekam dan simpan dalam ingatan klean mereka adalah pki,1,1,0,0,0
mereka kaum sipit mau menguasai tambang indonesia kalian ketawa saja dasar tidak punya nasionalisme indonesia lebih baik tidak usah ikut pemilu bagi kalian yang dukung  periode dan hasilnya tambang indonesia dikuasai sipit dan kalian tidak,1,1,0,0,0
mari awasi sekeliling kita masingmasing menjelang s jika ada aktifitas antek komunis laporkan ke ulama dan tni ganyang pki,1,1,0,1,0
hanya orang islam yang bodoh dan goblok yang memilik ahok debatfinalpilkadajkt,1,1,1,0,0
when tumblr tiktok telegram are blocked by the governmentnnyang salah orangnya yang di blokir aplikasinya menkominfo gobloknnwhen a zionist kills one palestiniannndasar yahudi amp boikot israel jangan beli produk kafirn,1,1,1,1,0
napi ya napigak beda yajangan tolol sok bela penista agamastatusnya sama dengan napi lain bonghehe,1,1,1,0,0
mari rebut kembali posisi untuk pekerja lokal    tkacinatakterkendali mayday hariburuh gantipresiden gantipresiden,1,1,0,0,0
saya yakin mereka komunis zionis yahudi,1,1,0,0,0
bubarkan hti tolak faham khilafah,1,1,0,1,0
ayo muslim indonesia jangan hanya berani penggal kafir beranilah diskusi baik mana mui nu muhammadiyah icmi,1,1,0,1,0
kaum otak cingkrang demen hoax maklum junjunganya prof abal dan ulama yg belajar di sekolahan kafir  gk ada sejarahnya nu dukung khilafah knp merasa minoritas ya mu nyari simpatisan dr nu  dasar wa,1,1,0,0,0
malam ini ganyang bakar bunuh pki,1,0,0,1,0
oprohingya terorist botak teroris budha,1,1,0,0,0
cina babi tuh yang bikin rusak indonesia bantai aja,1,1,1,1,0
berhenti pamer dungu  biadab islam mau jadi wiraswasta jangan lagi nyembah allah swt yang janjikan harta rampasan,1,1,1,0,0
selamat pagi antekantek komunis,1,1,0,0,0
intinya yang tidak dukung prabowo adalah pki,1,1,0,0,0
hahahha klo kampret boleh mengatasnamakan umat sama ulama knp pula klo cebong ga boleh,1,1,1,0,0
allah swt dungu  biadab berjarak vilanya di mekah tinggal di arsy tak pernah masuk ke hati mengecewakan buang,1,1,1,0,0
cuman komunis yang anti agama,1,1,0,0,0
artinya kepercayaan quran sebagai kitab hukum allah swt harus dibuang pak lukman,1,1,0,0,0
psi itu kan kumpulan perek dan perek laki sekjenya jd otaknya duit suruh mikir ga bisa sama bgt dgn kebo,1,1,0,0,0
ya intinye siapepun yang gak dukung wowo pasti di cap pki,1,1,0,0,0
presiden indonesia saat ini hanya jadi jongos china komunis memperkaya antekantek cina  gerombolannya budha teroris disokong olh china rasis,1,1,1,0,0
yg anti cina komunis antek aseng kapitalis rakus zionis mana suaranya lg enak ngentod ya,1,1,1,0,1
dari setan bernama allah swt,1,1,0,0,0
mereka tidak tertarik melihat koruptor blbi yg pelakunya taipan binaan komunis china dan mitra nya megawati sp,1,1,0,0,0
toh kita bukan negara satu agama gak akan hilanglah budaya itu cuma karena pengaruh satu agama yah kecuali si mayoritas ini masih kayak sekarang sih rese maksamaksa orang yang tidak satu agama sekalipun,1,1,0,0,0
 ada pki kali nyusup diacara ente min  massa pada teriak ganyang pki ,1,1,0,1,0
ganyang pki  rakyat indonesia mendukung,1,1,0,1,0
pdiperjuanganmenang mereka kaum sipit mau menguasai tambang indonesia kalian ketawa saja dasar tidak punya nasionalisme indonesia lebih baik tidak usah ikut pemilu bagi kalian yang dukung  periode dan hasilnya tambang indonesia dikuasai sipit dan,1,1,0,0,0
 ombudsman budek dan buta terhadap reklamasi  sebenarnya kalian kerja untuk siapa  rakyat kecil atau jongos aseng daxexxa,1,1,0,0,0
karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,1,1,0,0,0
kenapa ya kapir suka ikutan padahal kita gak pernah ngurusin urusan mereka wkkwkw,1,1,0,0,0
faktanya cina parasit tuh ngotot belain si penista agama,1,1,0,0,0
lawan kita adalah yahudi zionissemua harus fokus ke sanatuh liat betapa rukunnya sesama orang yahudi meski beda aliran kl kita sesama muslim ndak rukungimana mau menang lawan yahudi,1,1,0,0,0
agar muslim mudah buang islam kemenagama wajib menjelaskan asalusul kafir,1,1,0,0,0
 hahaha jelas buat pilkada dasar polisi made in cina pelindung penista agama,1,1,0,0,0
krn mereka ingin mengganti demokrasi pancasila dgn demokrasi pki yg tdk bertuhan yg bebas perjinahan miras lgbt pkibukanindonesia,1,1,0,0,1
oh yeke macam isu negara kapir ni,1,1,0,0,0
pikiran anak bani kampret g beda jauh sma penista agama penfitnah penipu dan garong,1,1,1,0,0
cina kok ikut ngomongbalik sana ke cinaorang islam rohingya aja di usir sama budha myanmarkampret,1,1,1,1,0
idiot kira donk islammu yg mana kalian itu ga lebih dr gerombolam penjual ayat dan agama islam dongok di rawat jd kalian takkan pernah bisa bedakan benar dan salah  rocky gerung mengatakan islam fiksi aja loe pd ga ngerti artiny,1,1,1,0,0
pki now pks fpi hti fui saracen dibayar u demodemo u fitnahprovokasi sara jokahokdibayar o sby wowo ht ts dgn isiu istana procina pkianti islam,1,1,0,0,0
fpi pendukung ahok kalah jumlah dengan izin allah kita gusur gubernur koruptor dan penista agama,1,1,0,1,0
dengan tuduhan cina membawa flakka ke indonesia utk merusak generasi muda indonesia,1,1,0,0,0
coba loe larang atheist republic menista menodai melecekan memperkosa ajaran agama loe  hahaha mana loe nsanggup adunargumen dgn generasi sains canggi dunia  tuhan aja mereka tdk akui  dasar melayu goblok,1,1,1,0,0
ya kalo kalian kan jadi jongos nya sipit,1,1,0,0,0
bener tu biar jokowi ingat dan semangat gebuk pki yg mau muncul,1,0,0,1,0
ki gila p saya titisan jayabaya ri hrs kembali ke uud usir cina,1,0,0,1,0
ganyang pki ber iq ,1,1,0,1,0
indeks demokrasi menurun pegimana dengan indeks komunispki dan otoritarianisme,1,1,0,0,0
dibilang komunis sekaligus dibilang antek amerika penganut bumi datar kayak ga pernah nonton tv apalagi baca bahwa korut musuhan sama us,1,1,0,0,0
hti itu racun ini contoh orang yg keracunan hti,1,1,0,0,0
ok kalo bgt kita usir minoritas umat budha di indonesia kita barter sama umat islam nya,1,0,0,1,0
allah swt dungu  biadab memang bukan tuhan kurang kerjaaan hobi mengurus masalah seputar cocok penis,1,1,1,0,1
apbn  triliyun lebih untuk melanggengkan solat  mengaji harus dipangkas solat  mengaji hilang tidak perlu bnpt,1,1,0,0,0
klo bapaknya di bunuh pki  biasanya anaknya bales dendam dan seharusnya usir komunis cina bukannya di buatkan reklamasi,1,1,0,1,0
apakah nu bisa berhenti mendungukan  membiadabkan bangsa firaun raja mesih tak ada hubungan dengan muhammad bejad,1,1,1,0,0
pak sbelum berani umumkan muhammad nabi gadungan anda hrs dorong kpai mlarang anak mengaji,1,1,0,0,0
lalu kepung ylhbi bubarkan hti iluni ui dstnya,1,0,0,1,0
ditindas oleh presiden sendiri jika mui tetap berkeras seperti ini maka mui sendirilah yg memutuskan hubungan dg ummat,1,1,0,0,0
apa cocok penis dgn  istri bukan prilaku seks nyimpang mui lgbt dinilai sebagai perilaku seks menyimpang,1,1,1,0,1
kaum fasis agama itu sdh mulai memainkan lagu kesukaannya  ganyang pki,1,1,0,1,0
percaya muhammad nabi silahkan asal tak rugikan yg lain karena ada bom negara wajib ungkap siapa muhammad,1,1,0,0,0
tanda kiamat x yak masih banyak aja orang muslim yg mengingkari alquran dan pilih penista agama nomorkoruptor nomorkoruptor,1,1,0,0,0
usir dubes myanmar dr negri ini ksh peringatan ummat budha di neg kita agar mrk menghimbau utk menghentikan penyiksaan kpd umat islam dsna,1,1,0,1,0
tindakan kesewenang wenangan ini cerminan dari pusat kekuasaan rezim yang anti islam terbukti rezim pdip nasdem memang anti islam,1,1,0,0,0
ni ada lagi gerakan kntl pembela chibi anzing,0,1,1,0,1
allah swt bukan tuhan karena dungu  biadab pasti bukan yang satu karena hanya untuk muslim tak berlaku bagi kafir,1,1,1,0,0
muslim rohingya teroris budha membunuh anakku aku jg kehilangan istri amp ibu,1,1,0,0,0
pak muslim teriak disakiti hatinya karena diungkap allah swt dungu  biadab semakin baik,1,1,1,0,0
ulama cebong kan abu jandanooo sekrang udah ada gerombolan baru yaanpaling  alumni ama jandaqkwjw,1,1,0,0,0
banyak memusuhi tanda jiwa yg sakit betul pak lukman suku sendiri dimusuhi muhammad gila,1,1,1,0,0
bersyahadat kepada allah swt yang dungu  biadab bangsa jadi rusak bung fahri ,1,1,1,0,0
pantaskah pemerintah kita mjln hubungan mesra dgn negara cina komunis itu,1,1,0,0,0
ngadain diskusi dibilang mau bangkitin pki ngebelain yg dipkikan paksa dituduh antek komunis,1,1,0,0,0
bhahahaha ru kacamat dr cina bikinan kapir brooh mereknya ahoq hoook,1,1,0,0,0
yang pro komunis indonesia  komunis,1,1,0,0,0
anda didungukan dijajah dan diperbudak islam muslim bukan ras tapi pilihan yg dpt diubah rasis,1,1,0,0,0
bagusnya pki pki macam dan dibubarkan aj dan dijadikan organisasi terlarang,1,1,0,1,0
atas tuduhan mui mengoplos mudah dibantah islam oplosan lbh berbahaya dpr proses hukum pengurus gafatar,1,1,0,1,0
aku paling fck orang myanmar noob sial main ml fckk,1,1,1,0,1
allah swt minta disembah psikopat apalagi mengharapkan teror  horor seperti terjadi di brussels gila pak lukman,1,1,1,0,0
bagus bangusir dr nkri gak pantes tuh myanmar dijuluki negara budha,1,0,0,1,0
betul bang hancurkan merka bang musnahkan china babi dibumi pertiwi indonesia berkedok reklamasi itu ahok,1,1,0,1,0
sesama budha radikal harus saling melindungi usir dubes myanmar saverohingya prayforrohingya,1,1,0,1,0
yusril kelompok islam tertindas di era jokowi fakta gantipresiden,1,1,0,0,0
pemerintah anti kritik pemerintah anti islam pemerintah antek pki pemerintah antek yahudi alasanbikinaksi kantaibanget,1,1,0,0,0
kita habishabisan aja bang usir kafir  cina dari nusantara merekalah racun akidah tukang sogok kristenisasi pelacur miras kafir anjing,1,1,1,1,0
wkesian kes ma oposisimakin ksni y malah jd bolot soal itung mengitung sri mulyani mah emang suhu yboleh dibilang klas dunia,1,1,0,0,0
mereka siang malam maki ulama kita nongkrongi medsos ulamanbela penista agama yg sombongnya minta ampun,1,1,1,0,0
pembacaan pancasila dalam setiap upacara tak masalah diganti syahadat nkri yang berisi initi dari pancasila,1,1,0,0,0
untuk pemerintah rezim tongkol dan polisi tongkol yang penting ulama dikasuskan ye ken stopkriminalisasiulama,0,1,0,0,1
 nomorkoruptor negeri para korup diasuh cino babi,1,1,1,0,0
eh ketauan proyek nya cina yg garap terlalu apa putra putri indonesia gak diberi kesempatan,1,1,0,0,0
anda dibodohi dan diperbudak islam bung ketum icmi allah swt bukan tuhan di balik gerhana,1,1,0,0,0
katakata kecebong pki anti islam diktator hanya untuk jokowi,1,1,1,0,0
kabinet jongos cina,1,1,0,0,0
riya banget lu singapore kan kapir jul lah lu ngapain x ke singapore nyari minyak babi jul xfxfxxxfxfxxxfxfxx,1,1,1,0,0
idiom cebong dan kampret sengaja diembuskan oknum kafir untuk memecah belah umat islam indonesia,1,1,1,1,0
ganyang pki daruratpki,1,1,0,1,0
minoritas mana yg tertindas di indonesia cina bahagia aja kok,1,1,0,0,0
usir cina dan jongosjongosnya klo anda ingin indonesia ini damai,1,1,0,1,0
hanya ada satu cara muslim ikut menjaga nkri berhenti menyembah allah swt dungu  biadab,1,1,1,0,0
diktator jokowi itu sebenarnya jongos organisasi jagal manusia nahdatul ulama,1,1,0,1,0
pemeluk agama budha di indonesia   adalah etnis tionghoa cina yg didalam nya adalah sejumlah para taipan penjajah besar indonesia,1,1,0,0,0
hanya  analisa terkait lbh  sudah disusupi komunis atau  jadi antek para jenderal tua yg sekarang jadi penguasa negara,1,1,0,0,0
ciri khas muslim pak mungkin termasuk anda tidak berani berargumentasi beraninya bawa malaikat,1,1,0,0,0
bapak bangsa indonesia adalah sukano bukan ulama kiai atau pejuang muslim pejuang muslim mendirikan negara islam,1,1,0,0,0
yg voting malingsia siapa cok jancok pki,1,1,1,0,0
mulut allah swt di quran memang busuk kafir laknat dll,1,1,0,0,0
allah swt sangat berbatas dungu  biadab tapi mengaku tak terbatas maka harus dinegasi,1,1,1,0,0
tangkap aja itu jendral banci kayak prabowo yg bodoh,1,1,0,1,0
kampret juga mau kasar n bandit di nkri ntr semua orang cina di usir rakyat indonesia biar tau rasa,1,1,1,1,0
artinya kecebobg itu antek komunis,1,1,0,0,0
umat islam harus selalu memiliki kriteria sendiri terhadap pilihan pemimpinnya pemimpindarimasjid jangan pilih pemimpin non muslim,1,1,0,0,0
muhammad menurut quran manusia bejad sangat jelas kan,1,1,1,0,0
cebong mana punya otak yg ada hina ulama kami hanya di indonesia non muslim pd kurang ajar,1,1,1,0,0
allah swt yg ngoceh tiada bagimu pelindung  penolong selain allah tidak menolong kenapa masih disembah ,1,1,0,0,0
anda mengejek islam yang mengajarkan di luar islam salah agar islam tampak benar padahal apa yg benar dari islam,1,1,0,0,0
isis adalah islam islam adalah isis mau hidup baik tinggalkan islam stop solat  mengaji,1,1,0,0,0
lebih sadis postingan victor bodoh jasmev dan kecebong istana jongos cina menjamur di kepolisian,1,1,1,0,0
iklanahokjahat terorist nyata di indonesia bukan wahabi bukan onta tapi babi babi milik cina penebar teror sesungguhnya,1,1,1,0,0
alquran hanya kitab sampah beraroma darah  air mani bung tifatul,1,1,1,0,0
semua ulama kiyayi ustadz guru mengaji imam khatib fan dai itu adalah bangsat tukang tipu,1,1,1,0,0
azan di tv tak layak tonton menyerukan nyembah allah swt dungu  biadab smua acara islam tak layak tonton menipu,1,1,1,0,0
pendukung jokowi   klo dia pribumi berarti dia jongos cina pengkhianat bangsa  komunis,1,1,0,0,0
usir dubes myanmar dari indonesia tanah air negeri ini haram untuk mereka dan teruntuk saudaraku ummat budha,1,1,0,1,0
banyak kacung kacung yg mulai menampakan diri membela majikanya yg china keparat utk tidak di proses hukumkacung pada cari muka,1,1,1,0,0
agama selain islam hidup enak disini cina hidup bergelimang harta,1,1,0,0,0
pak kementerian agama harus membongkar caracara islam mendungukan  membiadabkan umatnya,1,1,0,1,0
apa sih kok kapitalisme hahaha dasar antek antek komunis,1,1,0,0,0
jangan ragu ganyang pki segera,1,0,0,1,0
cina asu httpstcozmbsjaiha,1,1,1,0,0
woy njing ibumu pelacur ya pantesan kelakuan lu bejad dasar anak haram bruakakakak d,1,1,1,0,1
ini tuh kesalahan jokowi dan ahok si babi ateis httpstcovgrcuesti,1,1,1,0,0
cuma kapir tulen yg milih fuckry,1,1,1,0,0
pak muhammad ngaku nabi akhir silahkan tapi tak boleh merampas hak orang lain mengaku nabi,1,1,0,0,0
ga tau malu nih cina harus angkat kaki di istana ,1,1,0,1,0
anak pki yang pro syiah dan antek asing juga diktator komunis dengan kebijakan neoliberal wadaw,1,1,0,0,0
 terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan banci titot lakukan bidikan ke arah,1,1,1,0,1
yang bunuh orang ahmadiyah syiah emang pki yaaa,1,1,0,0,0
anda hrs bersumpah demi allah swt benci kafir pak lukman tak akan nyebut islam damai slama sunni vs syiah berseteru,1,1,0,0,0
pak muhammad naik buraq dari mekah ke yerusalem pasti dongeng naik apa ibrahim ke mekah,1,1,0,0,0
sibabi china sangat biadab memperlakukan kaum pribumi dan para jongon spt banser  nu nusantara mendukung ketimpangan ini biadabnya mrk,1,1,1,0,0
gini nih klw orang keluar dari memek perek ngapa luh gak seneng gw bilang bgtu emak lu perekketemuan yuks,1,1,1,0,1
pki akan bangkit,1,0,0,0,0
pki yang mau merusak islam bahaya ,1,1,0,0,0
para antek komunis di ylbhi sedang bermain playing victim,1,1,0,0,0
penyesalan hasrini setelah anak dan menantu hilang  bulan ikut gafatar belum sadar  menyesal ditipu islam,1,1,0,0,0
ormas radikalfpi fui htihrs dibubariklu yg radikal anti bhineka anti cina kristen ga bisa disadarkanusir sj ke suriah suruh gabung isis,1,1,0,1,0
aseng yg bajingan spt ahok beserta kronixcxb nya perlu di anti kan,1,1,1,1,0
apa islam yg hina layak diikuti menag gafatar tak layak diikuti masyarakat,1,1,0,0,0
yg perlu diputar film nyadeklarator paai komunis indonesia dan nama ketua nyaasalnya komunis cina soviet,1,1,0,0,0
duta besar myanmar aja ga berani mereka usirharusnya besok hbs sholat gruduk kedutaannya budha indonesia gagu semua,1,1,0,1,0
maka anda berada disebuah negara yang coba dikuasai komunis,1,1,0,0,0
bubarkan hti presiden jokowi dinilai diktator,1,1,0,1,0
allah swt yg dungu  baidab tak melayani pak lukman melainkan minta disembah tak dituruti marah ancam mengazab,1,1,1,0,0
gw harus bilang babi ahok apa dong selain kafir gw hanya pengen gerombolannya babi ahok merasakan bagaiamana klo di anjingin bangsatin,1,1,1,1,0
lebih baik d jajah china dr pada di jajah arab kebanyakn aturan kl g jual aja negaranya sm as biar yg banyak bacot lansung di tebas jangan sok suci jangan munafik jd orang koar dank bisanya,1,1,1,1,0
harusnya pemerintah indonesia mengeluarkan ruu anti budha biar budha di indonesia di usir dari indonesia,1,1,0,1,0
ada apa dengan mayoritas etnis china di dkinmengapa begitu solid mendukung penista agama islamnndendamntidak nasionalis,1,1,0,0,0
kayak komunis aja ga menghargai jasat manusiacebongkomunis,1,1,0,0,0
sekarang kita berada di rejim pkilengserkan jokowi pemimpin tukang mengkriminalisasi ulama,1,1,0,1,0
ayohbangsa indonesia bersihkan etnis cina perompak aset negara,1,1,0,1,0
allah swt pembohong dungu yg biadab tak memenuhi janjinya allah menjanjikan kamu harta rampasan yg banyak ,1,1,1,0,0
cina cuma jadi benalu nkri xfxfxxbxfxfxxbxfxfxxb,1,1,0,0,0
anda didungukan  diperbudak islam tiada tuhan merintahkan solat melainkan allah swt biadab,1,1,1,0,0
isis berulah semua orggolonganagama musuhin muslim amp hujat islam termasuk elu dodol,1,1,1,0,0
allah swt dungu  biadab mengajarkan muhammad cocok penis dgn  istri ayatnya ada di quran,1,1,1,0,1
arjuna berjuang demi negara jangan jadi muhammad demi ngaku nabi menista bangsa sendiri  menggulingkan pemerintah,1,1,0,0,0
allah swt yang disembah muslim berkoar sombong paling kuasa paling besar paling sakti nyatanya dungu  biadab,1,1,1,0,0
banyak wna asing ke indonesia karna mau ikut nyoblos  ini bukan china gantipresiden  gantipresiden  gantipresiden,1,1,0,0,0
contoh kelakuan iblis kafir ketika tersandung kasus dia berpeci seolah olah seorang muslim pelakunya padahal kafir kristen begitu cara mereka merusak islamsehingga muncul stigma negatif terhadap islamdi bantu media yang semakin kurang ajar,1,1,0,0,0
allah swt dungu  biadab tak berkaca pak lukman tak bisa kasih makan muhammad janjikan rampasan masih ngaku tuhan,1,1,1,0,0
lupakan biarkan karam dg kapal munafiknya kita bangun jabar dg kapal yg bersih delete partai pendukung penista agama dari hati,1,1,0,1,0
ayo pancing keluar antek komunis yg ada di nkri dgn menyelenggarakan nonton bareng film penghianatan g  s pki,1,1,0,1,0
semoga dsnajib d lindungi allah dr kejahatan kaum kapir dn munafikk yg memusuhinyaamin ya robbie,1,1,0,0,0
ahok and bani serbet and wereng coklat memancing umat muslim supaya marah dengan iklanahokjahat kalian itu kumpulan orang sinting,1,1,1,0,0
negara yg sesak penista pendajal agama tni yg dicela baru simpatisannya,1,1,0,0,0
lihat penumpangnya dipenuhi tka cina yg tdk bisa bhs indonesia dan ingris cc,1,1,0,0,0
keren kapan umat budha kita usir dari indonesia,1,0,0,1,0
budha membunuhi islam di myanmar,1,1,0,0,0
lebih  rumah amp masjid rohingya dibakar teroris budha di baggona ,1,1,0,0,0
kitab kalian merasa di hina laporkan dia ke polisi kok jadi ke munafik hubungannya waspadai cebong kafir yg ngakungaku islam,1,1,0,1,0
usir budha indonesia jika mereka diam melihat pembantaian ini,1,1,0,1,0
kabur pemain lu aja yang dongo tribun kosong dipanjat hahahaha n ah payah dah kontolan haha,0,1,1,0,1
wooyyy njing ibumu pelacur ya pantesan kelakuan lu bejad dasar anak haram ckakakakak d,1,1,1,0,1
terima keputusan presiden kalau pki muncul gebuk,1,0,0,1,0
indonesia palsu  tanah pelacuran,1,1,1,0,1
allah swt tak paham toleransi hrs dibuang ingin belajar toleransi  keindonesiaan gabung sabangmerauke ,1,1,0,1,0
 boleh banget rezim ini memang antiislam dan antiulama ini buktinya,1,1,0,0,0
setuju usir aja keturunan arab india cina termasuk ente zul,1,1,0,1,0
pks jg antek komunis tuh,1,1,0,0,0
ganyang pki itu kewajiban dalam menjaga nkri n pancasila,1,1,0,1,0
hancurkan pdipbeserta antek nyakumpulan kafirun munafikun,1,1,0,1,0
ganyang pki peramg terbuka generasi pki dg ummat islam,1,1,0,1,0
jangan kasih kendorkalau bisa bubarkan sekalian tu ormas ehh itu pemimpinya beneran umroh apa jadi tki sih,1,1,0,1,0
segera usir cina cina dari indonesia saatnya indonesia berkuasa dan bebas dari penjajahan,1,0,0,1,0
biadab teroris budha myanmar bakar alquran,1,1,1,0,0
usir saja cina dari indonesia merusak bangsa ini,1,0,0,1,0
bani oplosan ngga pengen bikin demo nih btw ini kitab umat islam lhoh,1,1,0,1,0
